날짜,종목명,제목,점수,라벨링
2021-04-16,JYP Ent.,일본인 그룹이 한국 걸그룹인 척?…니쥬 '한국어 인사' 논란,-1,-1
2021-04-11,JYP Ent.,1조에 이타카까지 꿀꺽…美·日 침투하는 K팝 [연계소문],2,1
2021-03-30,JYP Ent.,"
			日서 잘 나가는 니쥬, 연속 흥행 청신호…차트 1위+방송가 장악
		",3,1
2021-03-20,JYP Ent.,[연예 마켓+] 韓 엔터는 中 텐센트 손 안에 있다고?,1,1
2021-03-16,JYP Ent.,메타버스 올라탄다…빅히트 목표가 '빅점프',0,0
2021-03-23,JYP Ent.,"
			데이식스 제이, 개인방송 중 19금 발언을?…""상처 드려 죄송"" [종합]
		",-1,-1
2021-03-22,JYP Ent.,"
			워너뮤직코리아 첫 국내 레이블은 '블루 소속사' 언컷포인트 [공식]
		",2,1
2021-02-26,JYP Ent.,"스트레이 키즈 현진, 4일만에 학폭 인정 ""피해자 만나 사과""",-3,-1
2021-02-27,JYP Ent.,"
			스트레이키즈 현진, 학폭 가해 의혹에 사과 ""후회하고 반성""
		",-3,-1
2021-02-02,JYP Ent.,랜선 콘서트·VR 팬미팅…엔터산업이 'IT 플랫폼' 꿈의 무대로,3,1
2021-02-09,JYP Ent.,"
			박진영X요요미 '촌스러운 사랑노래'…아날로그 감성 제대로
		",0,0
2021-02-05,JYP Ent.,"
			박진영X요요미, 레트로의 진수 보여줄 '촌스러운 사랑노래'
		",0,0
2021-01-30,JYP Ent.,엔터 빅3는 옛말…YG·네이버 손잡고 플랫폼 시대 연 빅히트 [연예 마켓+],3,1
2021-03-28,JYP Ent.,'조선구마사' 폐지에…SBS·YG엔터 시총 700억 증발,0,0
2021-03-27,JYP Ent.,"[연예 마켓+] '조선구마사' 다음은 JTBC·CJ ENM? ""中 묻은 콘텐츠 안 본다""",2,1
2021-03-23,JYP Ent.,"
			트와이스, '우아하게'로 4억뷰 MV 추가…통산 6번째 [공식]
		",1,1
2021-03-22,JYP Ent.,"
			ITZY, 4월 30일 컴백 확정…'4세대 대표 걸그룹' 굳히기 [공식]
		",1,1
2021-03-08,JYP Ent.,"
			트와이스, 5월 12일 日 싱글 '쿠라 쿠라' 발표…박진영 지원사격 [공식]
		",3,1
2021-03-04,JYP Ent.,가상현실 SNS '제페토' 세계 2억명 홀렸다,1,1
2021-02-23,JYP Ent.,"
			끝 모르는 연예인 학폭 의혹…소속사들 ""허위""·""확인 중"" [종합]
		",-3,-1
2021-02-27,JYP Ent.,나는 중국인 쯔위 사과하게 만든 대만 국기가 中 대사관앞에? [송영찬의 디플로마티크],0,0
2021-02-18,JYP Ent.,'BTS 기대감' 상장 주가 회복한 빅히트…지금 사도 될까? [분석+],0,0
2021-02-22,JYP Ent.,"
			[인터뷰+] 유영재 ""B.A.P 해체 겪으며 연예인 그만두려 했지만…""
		",0,0
2021-02-12,JYP Ent.,"
			ITZY, 데뷔 2주년 인사 ""많은 사랑 덕분에 시간 빨리 흘러""
		",1,1
2021-02-10,JYP Ent.,횡보장 이어지는 코스피…전문가들이 본 1분기 투자 성공법,1,1
2021-02-10,JYP Ent.,"
			박진영 PDX요요미 '촌스러운 사랑노래', 레트로란 이런 것 [신곡in가요]
		",0,0
2021-02-10,JYP Ent.,1분기 투자 성공 공식…'괴리율+기관매도+실적 개선',2,1
2021-02-01,JYP Ent.,학폭 가해자 설 자리 없다 …9살 아들 둔 진달래 드러난 과거,-1,-1
2021-01-05,JYP Ent.,깜짝실적·현금부자…'알짜株' 담아볼까,0,0
DATE,JYP Ent.,TITLE,0,0
2020-12-23,JYP Ent.,"
			갓세븐 진영 JYP 떠날까
		",0,0
2020-12-20,JYP Ent.,"JYP·YG·SM·빅히트, 2020년 '열일'한 4대 엔터 내년은? [연계소문]",0,0
2020-12-03,JYP Ent.,"[연예마켓] 니쥬, 데뷔부터 日서 터지자…JYP도 터졌다",0,0
2020-12-08,JYP Ent.,"
			JYP 박진영 안목 통했다…니쥬, 日 오리콘 주간 차트 정상 [공식]
		",3,1
2020-11-14,JYP Ent.,[연계소문] 아이돌 4세대 우위를 점하라…SM·JYP·YG·빅히트 총력,0,0
2020-10-21,JYP Ent.,"
			JYP ""갓세븐 영재 학폭? 한 차례 다툼 있었지만 주장 사실 아냐"" [공식]
		",-1,-1
2020-10-22,JYP Ent.,"
			JYP ""갓세븐 영재 학폭 글 작성자 만나…근거 제시 못해"" [공식]
		",-1,-1
2020-12-31,JYP Ent.,"
			니쥬, '메이크 유 해피' MV 2억뷰 돌파…오늘 '홍백가합전' 출연
		",3,1
2020-11-26,JYP Ent.,"
			日 사로잡은 JYP 니쥬, 데뷔 싱글 선공개 후 라인 뮤직 1위
		",3,1
2020-11-17,JYP Ent.,"
			JYP 니쥬, 데뷔 전에 日 '홍백가합전' 출연 확정
		",3,1
2020-11-10,JYP Ent.,"
			강다니엘·지효 결별? JYP ""최근 헤어져"" [공식]
		",-1,-1
2020-11-06,JYP Ent.,"
			트와이스 채영, 타투이스트 침화사와 열애설…JYP '묵묵부답'
		",0,0
2020-11-02,JYP Ent.,"
			박진영X싸이, SBS '라우드' 통해 보이그룹 만든다…JYP·피네이션 합작 기대
		",1,1
2020-11-09,JYP Ent.,"
			갓세븐, 30일 정규 4집 컴백·23일 선공개곡 공개…JYP '열일' 계속
		",3,1
2020-11-06,JYP Ent.,"
			'JYP 신인' 니쥬, 日 코카콜라 모델 발탁…남다른 대세 행보
		",4,1
2020-10-21,JYP Ent.,"
			JYP ""갓세븐 영재 학폭 의혹? 사실 관계 파악 중""
		",-2,-1
2020-12-23,JYP Ent.,"
			유빈, 신곡 커밍순 이미지 깜짝 공개… '걸크러시' 콘셉트로 컴백?
		",3,1
2020-12-10,JYP Ent.,"
			열도 홀린 신예들…니쥬·엔하이픈, 日 오리콘 차트서 두각
		",1,1
2020-12-07,JYP Ent.,"
			사나 포함 트와이스 멤버 전원 코로나19 음성 [공식]
		",0,0
2020-12-18,JYP Ent.,'코·피株' 상처 빠르게 아물고 있다는데…,0,0
2020-12-21,JYP Ent.,찔끔찔끔 오르는 주가…산타랠리는 '글쎄',0,0
2020-12-15,JYP Ent.,"
			트와이스 모모·미나, '크라이 포 미' 티저 속 인간 흑장미
		",1,1
2020-12-18,JYP Ent.,"
			트와이스, 신곡 '크라이 포 미' 오늘 발표…""한층 짙어진 매력""
		",3,1
2020-12-14,JYP Ent.,"
			트와이스, 숨 막히는 강렬함…'크라이 포 미' 콘셉트 필름 공개
		",2,1
2020-12-03,JYP Ent.,中 빗장 푼 컴투스…'게임株 랠리' 신호탄 쐈다,0,0
2020-12-14,JYP Ent.,"
			아라시, K팝 뿌리는 일본이라더니…데이식스 MV 표절 의혹
		",0,0
2020-12-08,JYP Ent.,"네이버 - CJ, 콘텐츠 협업…첫 작품은 '증강현실 아바타'",3,1
2020-12-07,JYP Ent.,"
			트와이스 사나, 청하와 접촉…코로나19 검사 후 결과 대기 중 [공식]
		",0,0
2020-12-03,JYP Ent.,"900선 뚫은 코스닥…""코스피兄, 이젠 내가 달릴 차례""",0,0
2020-12-07,JYP Ent.,"컴백 앞둔 청하, 코로나19 확진…접촉한 트와이스도 검사",0,0
2020-12-23,JYP Ent.,유명 안무가와 FC서울이 한자리에 모였다! '서울메이드 소사이어티 토크쇼' 2회차 오늘 오후 공개 예정,1,1
2020-11-23,JYP Ent.,[생글기자 코너] 방탄소년단으로 대표되는 K팝 열풍의 요인,0,0
2020-11-07,JYP Ent.,"
			트와이스 채영, 침화사와 열애설 입장 無 '뮤직뱅크'서는 밝은 표정
		",0,0
2020-10-27,JYP Ent.,"
			트와이스 쯔위 ""박진영, 개그맨인 줄 알았다""…이유가?
		",0,0
2020-10-11,JYP Ent.,[연예 마켓+] 구관이 명관…코로나 위기 이겨낸 SM의 어닝서프라이즈,-1,-1
2020-11-01,JYP Ent.,"LG, 대형·환경가전 1위…설화수·교촌 2년째 수성",0,0
2020-10-04,JYP Ent.,"추석 끝, 아미들도 참전…빅히트 상장에 쏠린 눈",0,0
2020-10-17,JYP Ent.,"
			트와이스 정연, 활동 잠정 중단…""불안 증세 호소""[공식]
		",-1,-1
2020-10-12,JYP Ent.,"
			꽃보다 트와이스…정규 2집 단체 이미지 공개
		",2,1
2020-10-15,JYP Ent.,"
			트와이스 쯔위, 여신 아냐?…정규 2집 개인 콘셉트 포토 공개
		",4,1
2020-10-14,JYP Ent.,'빅히트' 주식거래 초읽기…'따상' 성공할 경우 1주당 가격은,0,0
2020-10-07,JYP Ent.,"
			낙준, 버나드 박으로 활동명 재변경 ""새로운 버나드 박 되겠다""
		",1,1
2020-10-01,JYP Ent.,"
			트와이스 26일 정규 2집 발매…데뷔 5주년 이벤트도 개최
		",3,1
2020-10-06,JYP Ent.,'빅히트' 청약에 역대 두번째 많은 58조…'따상'으로 이어질까,1,1
2020-11-30,JYP Ent.,"
			업텐션 비토 코로나 확진, 가요계 비상…MAMA 어쩌나 [종합]
		",-2,-1
2020-11-17,JYP Ent.,"
			홍승성 회장 설립 S2엔터, 내년 상반기 걸그룹 론칭 [공식]
		",1,1
2020-11-08,JYP Ent.,[연예 마켓+] 방탄소년단·세븐틴·NCT 공통점은?,1,1
2020-11-11,JYP Ent.,"
			""지켜봐줘, 위대한 내 첫 스텝을""…제이미, 음악 비행의 시작 '아폴로 11' [신곡in가요]
		",2,1
2020-10-31,JYP Ent.,"[연예 마켓+] ""으뜸아, 나에게만 속삭여 줘""…팬덤도 비대면 소통이 대세",2,1
2020-11-06,JYP Ent.,'사랑의 불시착·한류' 일본 유행어 대상 후보 올랐다 [정영효의 인사이드 재팬],3,1
2020-11-06,JYP Ent.,"
			트와이스 채영, 타투이스트 침화사와 열애설…네티즌 증거 보니
		",0,0
2020-10-24,JYP Ent.,"
			후쿠하라 모네 ""아이린에 괴롭힘…슬기가 도와줘"" 폭로글 삭제
		",-1,-1
2020-10-31,JYP Ent.,"[이슈+] 심판대 오르는 스타 사생활 ""가혹"" vs ""팬이라면 알아야""",-2,-1
2020-10-27,JYP Ent.,"
			트와이스, '예쁜 애 옆 예쁜 애'의 정석
		",0,0
2020-10-13,JYP Ent.,중국발 악재 안 무섭다…BTS 관련주 일제히 상승,1,1
2020-10-19,JYP Ent.,오뚜기 등 기업 60곳도 옵티머스펀드에 물렸다,0,0
2020-10-18,JYP Ent.,[단독] 오뚜기 150억·안랩 70억…유명 기업들까지 '먹잇감' 삼은 옵티머스,0,0
2020-10-05,JYP Ent.,빅히트 공모가 고평가 논란…비교대상서 SM엔터는 왜 빠졌을까?,-1,-1
2020-10-05,JYP Ent.,비교대상서 SM을 왜 뺐지?…빅히트 공모가 '고평가' 논란,-1,-1
2019-06-17,JYP Ent.,"JYP, 사회공헌사업 MOU 체결 ""엔터테인먼트는 꿈을 만드는 산업, 아픈 아이들의 꿈을 이뤄줌으로써 병을 이겨내는 기적이 일어나기를 희망""",1,1
2019-07-24,JYP Ent.,"JYP 배우 부문 정리, 윤박·신예은 남고 박시은 떠나고 [공식]",0,0
2019-07-02,JYP Ent.,"[단독] JYP엔터, 연기자 파트 정리…아이돌 집중",0,0
2019-08-06,JYP Ent.,"
			JYP ""박지민 이달 말 전속계약 만료, 재계약 NO…백예린은 미정"" [공식입장]
		",2,1
2019-07-26,JYP Ent.,"
			JYP, 트와이스 미나 향한 악성 루머에 칼 빼들었다 ""고소 조치"" [공식입장]
		",-1,-1
2019-05-08,JYP Ent.,"
			'일진설' 윤서빈, JYP서 방출 ""연습생 계약 해지+'프로듀스X101' 하차"" [공식입장]
		",-1,-1
2019-05-08,JYP Ent.,"학폭 가해자 아이돌로 설 자리 없다 … JYP ""윤서빈과 계약 해지·프듀 하차"" [공식]",-2,-1
2019-06-10,JYP Ent.,"한국밸류, JYP 지분 확대",0,0
2019-08-05,JYP Ent.,"'韓·日 분쟁' 뼈아픈 엔터株…JYP, 12% 급락",-1,-1
2019-05-08,JYP Ent.,"
			'일진 논란' 윤서빈, JYP 연습생 계약 해지→'프듀X101' 하차
		",-2,-1
2019-08-06,JYP Ent.,"
			박지민 ""JYP 떠나려니 아쉬운 마음, 많은 걸 배웠다…박진영 감사"" [전문]
		",0,0
2019-07-24,JYP Ent.,"
			송지아 ""수지 닮은 화보 보고 JYP에서 계약하자고…""
		",0,0
2019-07-15,JYP Ent.,"
			JYP 공식입장, 배우 부문 정리설에 입 열다 ""결정된 것 없어""
		",0,0
2019-05-07,JYP Ent.,1Q 예상 영업이익 증가율 1위 엔터주는 JYP. 비결은?,0,0
2019-06-13,JYP Ent.,"
			전소미 ""JYP→더블랙레이블 이적, 활동 계획 말하는 테디에 감동해 결심""
		",0,0
2019-05-31,JYP Ent.,"JYP ""찬성, 오는 6월 11일 육군 현역 입대"" [공식입장]",-2,-1
2019-05-28,JYP Ent.,"2PM 준호 4급 판정, JYP ""과거 어깨 부상, 사회복무요원 대체 복무"" [공식입장]",0,0
2019-08-20,JYP Ent.,"
			'컴백' 박지민, 신곡 콘셉트 티저 공개…JYP와 '유종의 미'
		",5,1
2019-08-01,JYP Ent.,"
			트와이스 미나 입국 중 눈물, JYP ""특별한 사유·일정으로 귀국한 것 아냐"" [공식입장]
		",0,0
2019-05-19,JYP Ent.,"
			'GOT7 지원사격' 김상중, 그가 JYP 사옥에 떴다!
		",1,1
2019-08-08,JYP Ent.,"
			조이현, JYP→아티스트컴퍼니로 이적…'변신' 배성우와 한솥밥
		",0,0
2019-05-19,JYP Ent.,"
			입덕뷰ㅣ 가수 메이다니 ""JYP·YG 떠난 이유, 왜 유튜브에서 공개했냐고요?""
		",0,0
2019-08-27,JYP Ent.,"
			트와이스 미나는 '불안 장애'…JYP ""선택적 일정 참여, 양해 부탁""
		",1,1
2019-07-24,JYP Ent.,"양현석, YG엔터테인먼트 복귀할 것 버닝썬 최초 보도 기자 '예언'",-1,-1
2019-05-27,JYP Ent.,연예 마켓+ㅣYG엔터테인먼트 '폭락' vs 바른손이앤에이 '급등'…엇갈린 엔터株,0,0
2019-06-14,JYP Ent.,양현석 YG엔터테인먼트 끝없는 추락…한서희 회유 드러나고 준비 안 된 전소미 '엉망진창',0,0
2019-05-14,JYP Ent.,짙은 '먹구름' 드리운 와이지엔터테인먼트,0,0
2019-06-09,JYP Ent.,"
			연예 마켓+ㅣ 방탄소년단·트와이스 끌어올린 재팬머니, '반일' 역풍 맞나
		",1,1
2019-07-04,JYP Ent.,올해 엔터 3대 기획사 시총 9천억 증발…YG 주가 40% 하락,-1,-1
2019-07-16,JYP Ent.,엔터주는 이벤트가 필요해,0,0
2019-06-14,JYP Ent.,"
			'국민 센터'서 솔로 가수로 3년 만에 돌아온 전소미
		",1,1
2019-06-13,JYP Ent.,"
			아이오아이→솔로 전소미, 3년 기다림 증명할 시간 ""완벽한 모습 보여줄 것"" [종합]
		",1,1
2019-08-05,JYP Ent.,"강다니엘·지효 오작교 아이돌, 알고보니 임슬옹",0,0
None,JYP Ent.,None,0,0
2019-07-11,JYP Ent.,"
			트와이스 미나, 월드투어 불참 ""극도의 심리적 긴장 상태·큰 불안감"" [전문]
		",-1,-1
2019-07-02,JYP Ent.,"16세 소녀, 백혈병 투병 중 키운 가수의 꿈…박진영이 나섰다",1,1
2019-05-19,JYP Ent.,연예 마켓+ㅣ BTS월드 출시 임박 … 방탄소년단 게임까지 점령할까,2,1
2019-08-20,JYP Ent.,"
			트와이스, 유튜브 오리지널 콘텐츠 주인공…K팝 걸그룹 최초 [공식입장]
		",2,1
2019-07-02,JYP Ent.,"
			신예은 X 골든차일드 보민, '뮤직뱅크' MC 낙점…""신선한 조합""
		",0,0
2019-08-06,JYP Ent.,"
			강다니엘♥지효 열애 '오작교'라는 임슬옹, SNS 상황 보니 '댓글 테러'
		",-1,-1
2019-07-29,JYP Ent.,"
			ITZY(있지), 'ICY' MV 공개 10시간만 500만뷰 돌파…자체 기록 경신
		",5,1
2019-07-28,JYP Ent.,"
			'컴백 D-1' ITZY, 오늘(28일) 밤 12시 신곡 'ICY' MV 선공개
		",3,1
2019-07-27,JYP Ent.,"
			ITZY, 데뷔 첫 미니앨범 'IT'z ICY' 스포일러 공개!
		",3,1
2019-07-25,JYP Ent.,"
			ITZY(있지), 신곡 'ICY' 안무＆사운드 최초 공개…'2연속 빅히트 예감'
		",2,1
2019-06-05,JYP Ent.,"KB운용 ""SM엔터 경영 바로잡겠다""",0,0
2019-06-04,JYP Ent.,"
			스트레이 키즈, 19일 새 앨범 발표…""美서 가능성 인정받았다""
		",2,1
2019-07-08,JYP Ent.,'일본發 공포' 덮쳤다…한국 증시 곤두박질,0,0
2019-05-09,JYP Ent.,"
			과거 논란 윤서빈, 자필 사과문 공개 ""늘 두려움과 걱정 찾아와, 진심으로 사과""
		",-1,-1
2019-06-01,JYP Ent.,"
			연계소문｜연예계 '학폭' 미투 릴레이, 대중은 '합의 없음'
		",-1,-1
2019-05-30,JYP Ent.,"SM, 황급히 ""배당검토""…뿔난 주주 ""정보공개""",0,0
2019-05-24,JYP Ent.,"
			류원, 할리우드 영화 'PEEL' 주연 캐스팅…'산타바바라 영화제' 최초 상영
		",1,1
2019-05-14,JYP Ent.,"
			갓세븐, 컴백 앨범 타이틀곡은 'ECLIPSE'…박진영 작사·JB 작사＆작곡 참여
		",3,1
2019-05-07,JYP Ent.,"
			갓세븐, 7인 완전체 모습 담은 'SPINNING TOP' 콘셉트 포토 2종 공개
		",4,1
2019-07-17,JYP Ent.,"
			ITZY(있지) 류진, #상큼 #과즙미 #걸크러시…개별 티저 3종 공개
		",2,1
2019-07-16,JYP Ent.,"
			ITZY(있지) 리아, 'IT'z ICY' 개인 티저 3종 공개…'독보적 아우라'
		",2,1
2019-07-15,JYP Ent.,"
			ITZY(있지) 예지, 새 앨범 개인 티저 공개…#시크 #큐트 #카리스마
		",3,1
2019-07-06,JYP Ent.,"연예 마켓+ㅣ일본 불매운동 부른 반일감정, 연예계 덮치나…""살려주세요"" 벌벌",1,1
2019-06-12,JYP Ent.,"
			갓세븐의 선한 영향력, 월드투어에서 난치병 아이들 소원 이뤄준다
		",1,1
2019-06-08,JYP Ent.,"
			트와이스, 'What is Love?' MV 3억뷰 돌파…통산 5번째 기록 달성
		",3,1
2019-05-27,JYP Ent.,"[종합] 효린 '학폭 논란' 달라진 해명 ""기억 선명하지 않다""→""명예훼손 강경대응""",-3,-1
2019-05-16,JYP Ent.,"
			갓세븐, 신곡 'ECLIPSE' MV 티저로 안무 일부 공개…'역시 무대 장인'
		",3,1
2019-05-12,JYP Ent.,"
			연계소문｜'데뷔'하려면 인성부터…윤서빈 하차로 본 아이돌 검증의 한계
		",1,1
2019-05-15,JYP Ent.,"
			""어둠 비추는 비주얼"" 갓세븐, 'ECLIPSE' MV 티저＆사운드 최초 공개
		",3,1
2019-05-09,JYP Ent.,"
			배윤정 일침, 윤서빈 관련 도 넘은 요청에 ""이건 좀 아니지 않나""
		",0,0
2019-08-02,JYP Ent.,"
			있지 '괴물신인' 맞네…신곡 아이씨 또 대박
		",2,1
2019-08-01,JYP Ent.,"트와이스 미나, 일본 오사카서 휴식 끝내고 부축 받으며 입국",1,1
2019-07-19,JYP Ent.,"트와이스, 美 LA '더 포럼' 공연 매진…첫 미주 투어 성공적 스타트",6,1
2019-07-13,JYP Ent.,"
			DAY6, 새 앨범 샘플러 공개!! 일부 음원 만으로도 ""명반 예고!""
		",3,1
2019-07-06,JYP Ent.,"
			DAY6 리더 성진, 강렬 카리스마 매력…개인 티저 첫 공개
		",4,1
2019-07-03,JYP Ent.,"
			데이식스, 신보 타이틀곡은 '한 페이지가 될 수 있게'…여름 적실 '청량 감성'
		",0,0
2019-06-27,JYP Ent.,"
			GOT7, 美 NBC 유명 토크쇼 'TODAY SHOW' K팝 그룹 최초 출연
		",2,1
2019-06-24,JYP Ent.,"
			스트레이 키즈, 유럽 쇼케이스 투어로 '차세대 K팝 그룹' 입지 굳힌다
		",1,1
2019-06-11,JYP Ent.,"
			""출구없는 매력""…스트레이 키즈, '클레 투:옐로 우드' 유닛 티저 이미지 공개
		",4,1
2019-06-08,JYP Ent.,"
			스트레이 키즈 리노X한X아이엔, 스페셜 앨범 개인 티저 공개…'매력 비주얼'
		",4,1
2019-05-12,JYP Ent.,"
			컴백 GOT7, 개인 티저 공개! 7人 7色 매력 시선집중!!
		",4,1
2019-05-06,JYP Ent.,'프듀X101' 팬들 뿔났다...윤서빈 학교폭력 논란에 퇴출 촉구 성명문 발표,1,1
2019-05-06,JYP Ent.,"‘프듀X101’ 윤서빈, 학폭 의혹 제기…“일진 아냐, 운동부였을뿐”",-3,-1
2019-07-02,JYP Ent.,"02일, 기관 코스닥에서 파라다이스(+4.8%), CJ ENM(+1.08%) 등 순매수",0,0
2019-05-27,JYP Ent.,"
			'아이돌 라디오' 신유미 ""프로듀스101 시즌2 참가자 중 가장 눈에 띈 연습생은 김재환""
		",0,0
2019-07-03,JYP Ent.,韓·日 관계 악화에 여행·항공株 '불똥',1,1
2019-08-25,JYP Ent.,"연예 마켓+ㅣ올해에만 2000억, 빅히트의 빅픽처 가능할까",1,1
2019-08-17,JYP Ent.,연계소문｜점입가경 홍콩사태 속 '中 지지'로 뭉친 중화권 아이돌들,0,0
2019-08-06,JYP Ent.,"모모·김희철 열애설, 양측 ""사실무근"" 일단락 [종합]",0,0
2019-08-05,JYP Ent.,[공식] 강다니엘♥지효 열애 인정 '속전속결'…앨범 판매 기다려준 배려?,1,1
2019-06-21,JYP Ent.,"
			관리 시스템의 부재…K팝 치부 드러낸 'YG사태'
		",0,0
2019-06-21,JYP Ent.,[천자 칼럼] '성장통' 앓는 K팝 비즈니스,0,0
2019-06-13,JYP Ent.,"
			테디와 손잡은 전소미, YG 악재 속 오늘(13일) 솔로 데뷔 성공할까
		",3,1
2019-05-02,JYP Ent.,"방탄소년단 7인의 힘, 경제효과 5조 '수직 성장'…걸어다니는 대기업",0,0
2019-08-08,JYP Ent.,"
			강다니엘, 가을을 불러오는 분위기 있는 '입추'남 스타 1위 차지…2위 박보검
		",0,0
2019-08-05,JYP Ent.,"강다니엘-트와이스 지효 열애설…LM ""한남 유엔빌리지 가겠다 주장"" 재조명",0,0
2021-08-03,JYP Ent.,"
			JYP, IP·플랫폼 자회사 'JYP 쓰리식스티' 설립 [공식]
		",2,1
